CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM2.5_Concentration,SO2_Concentration,Date,SO2_index,PM10_index,PM2.5_index,O3_index,NO2_index,CO_index,aqi
0.6110416666666667,35.62385127314815,94.54597222222225,51.20088888888889,25.41166666666667,6.735677083333333,2013-03-29,3,47,78,173,17,0,173
0.5693617021276596,34.10405809859155,92.93805555555556,47.82055555555556,25.15,2.7925607638888885,2013-03-30,1,44,78,168,17,0,168
0.3616666666666666,26.49634154040404,100.81222222222222,27.578555169753084,24.054166666666664,1.792855902777778,2013-03-31,0,25,76,189,13,0,189
0.3220833333333333,20.057182765151516,101.85680555555555,19.62859182098765,23.655,1.2792361111111112,2013-04-01,0,18,75,191,10,0,191
0.494375,36.10551971326165,94.38291666666666,26.680972222222223,23.5,1.386328125,2013-04-02,0,24,74,172,18,0,172
0.4658333333333333,33.42839265046296,103.85527777777776,28.922960069444446,23.3875,1.664592013888889,2013-04-03,0,26,74,197,16,0,197
0.475,38.77369646990741,96.46013888888888,33.82502430555556,23.2325,2.0383506944444445,2013-04-04,1,31,74,177,19,0,177
0.5247916666666667,33.64992910879629,79.82193548387097,32.16959895833333,23.383333333333333,1.5345746527777775,2013-04-05,0,29,74,131,16,0,131
0.42375,31.18682805164319,94.71395833333332,24.92805729166667,23.23333333333333,1.4375473484848484,2013-04-06,0,23,74,173,15,0,173
0.7914583333333334,54.42967329545455,87.75625000000001,26.52781076388889,22.66,2.7988020833333334,2013-04-07,1,24,73,155,27,0,155
0.9536842105263158,59.85161882716049,79.18482758620691,34.84197826086957,22.70833333333333,3.0903229166666666,2013-04-08,1,32,73,129,30,0,129
0.5885,37.91899851190476,92.71125,40.14719551282052,23.096666666666668,4.720677083333333,2013-04-09,2,37,74,168,19,0,168
0.765625,35.902275752314814,71.4975,64.63818229166667,24.401666666666664,6.3136979166666665,2013-04-10,3,55,76,102,18,0,102
0.9347916666666668,46.683810763888886,44.94208333333333,61.68374479166666,24.29583333333333,3.9926041666666663,2013-04-11,2,54,76,41,23,0,76
0.9554166666666668,61.1277662037037,51.9025,29.4195625,24.1875,2.3695746527777777,2013-04-12,1,27,76,48,30,0,76
0.4758333333333333,38.31029803240741,76.24666666666667,21.604866319444444,23.71583333333333,2.298029513888889,2013-04-13,1,20,75,119,19,0,119
0.5922916666666667,37.67649450231481,80.89513888888888,21.226635416666667,23.184999999999995,1.9427690972222225,2013-04-14,1,19,74,135,18,0,135
0.6614583333333334,38.80776331018519,88.60291666666666,24.767295138888887,23.105833333333333,3.1172222222222223,2013-04-15,1,22,74,157,19,0,157
0.75375,55.0134727112676,71.18788732394367,36.41046180555556,23.669166666666666,4.006736111111111,2013-04-16,2,33,75,101,27,0,101
0.634468085106383,61.80596445221445,67.68277777777777,44.01187673611111,23.801666666666662,2.1174826388888888,2013-04-17,1,40,75,92,31,0,92
