CO_Concentration,NO2_Concentration,O3_Concentration,PM10_Concentration,PM2.5_Concentration,SO2_Concentration,Date,SO2_index,PM10_index,PM2.5_index,O3_index,NO2_index,CO_index,aqi
0.84875,63.89118333333333,108.11446153846154,29.69808531746032,11.9925,3.5009166666666665,2014-05-21,1,27,49,203,32,0,203
0.7208333333333333,51.023637057387056,126.55934426229508,29.49924751243781,11.816770833333331,3.738793402777778,2014-05-22,2,27,49,222,25,0,222
0.6010416666666667,46.31266550522648,98.70208333333332,39.006709302325575,12.292166666666668,4.054262820512821,2014-05-23,2,36,51,183,23,0,183
0.3706382978723405,33.78252889294404,79.39472222222223,27.768616898148142,12.024479166666666,2.76175,2014-05-24,1,25,50,130,16,0,130
0.4025,25.89816605839416,103.26125,15.174822819314642,11.94175,2.973255208333333,2014-05-25,1,14,49,195,12,0,195
0.3955,30.762774122807016,99.37633802816902,16.147907021604937,11.9425,2.4031372549019605,2014-05-26,1,14,49,185,15,0,185
0.3456756756756756,22.594259974259973,85.38577464788733,16.595697674418602,11.98575,1.841153846153846,2014-05-27,1,15,49,149,11,0,149
0.3661764705882352,20.39313588308457,35.992222222222225,13.949699074074076,11.885208333333331,1.8246875,2014-05-28,0,12,49,33,10,0,49
0.371081081081081,18.49199254215305,52.92757142857143,9.570312989045384,11.735416666666667,1.5048055555555555,2014-05-29,0,8,48,49,9,0,49
0.4268749999999999,26.65235062893081,62.68875,12.57264475743349,11.461770833333333,2.015340909090909,2014-05-30,1,11,47,76,13,0,76
0.4466666666666667,31.807554545454543,83.32194444444445,16.306653163580247,11.445333333333334,3.8031119791666663,2014-05-31,2,15,47,144,15,0,144
0.367906976744186,24.293899572649572,90.515,19.719369212962963,11.345,7.714659090909091,2014-06-01,4,18,47,162,12,0,162
0.3988888888888889,29.291759085213037,82.4992857142857,16.651037808641973,11.388666666666667,4.08546875,2014-06-02,2,15,47,141,14,0,141
0.3827272727272727,27.28496323529412,75.87736111111111,12.688257378472224,11.3715625,4.041650641025641,2014-06-03,2,11,47,118,13,0,118
0.5593750000000001,40.18194290123457,83.16069444444445,17.492836371527776,11.6115,1.9893145161290324,2014-06-04,1,16,48,143,20,0,143
0.49125,37.03059586247086,74.15902777777778,19.552779947916665,11.815208333333333,1.6912339743589742,2014-06-05,0,18,49,112,18,0,112
0.7377083333333333,48.86967803030303,89.59308823529412,17.553428819444445,11.959583333333333,1.862051282051282,2014-06-06,1,16,49,160,24,0,160
0.7352083333333334,54.9301972909305,116.01328571428571,24.54396701388889,12.484375,2.2067578125,2014-06-07,1,22,51,211,27,0,211
0.7777083333333333,60.641506060606055,131.36776119402984,33.72619574652778,12.974333333333334,3.317391975308642,2014-06-08,1,31,52,227,30,0,227
0.5059459459459459,37.347923360107096,128.1063888888889,27.637183159722223,13.452604166666667,2.5009974747474746,2014-06-09,1,25,53,224,18,0,224
0.5209090909090909,28.852316261574074,119.63583333333334,26.211640625,13.45416666666667,1.986527777777778,2014-06-10,1,24,53,215,14,0,215
0.53875,47.023778273809526,104.7627142857143,31.232400592216585,13.9934375,3.565119047619048,2014-06-11,1,28,54,199,23,0,199
0.3988372093023255,34.4165282960199,76.11281690140845,20.90921317829457,13.435416666666663,3.423345588235294,2014-06-12,1,19,53,118,17,0,118
0.518695652173913,32.13904255319149,63.73930555555556,18.03302375389408,13.522708333333334,3.936651234567901,2014-06-13,2,16,53,79,16,0,79
0.3652941176470588,26.3145443196005,64.95319444444445,14.62004716981132,12.737833333333333,5.122291666666667,2014-06-14,2,13,52,83,13,0,83
0.4152380952380953,27.5897237654321,72.36878787878788,11.055577519379844,12.541145833333331,3.2641145833333334,2014-06-15,1,10,51,105,13,0,105
0.5783720930232559,33.08400292397661,76.48083333333334,13.116776620370372,11.835166666666668,3.4550617283950618,2014-06-16,1,12,49,120,16,0,120
0.3962857142857142,31.33269065190652,74.41444444444444,17.11070216049383,11.881666666666666,2.119125,2014-06-17,1,15,49,112,15,0,112
0.6202222222222222,36.9916574074074,83.32362318840579,16.332858796296296,11.644749999999998,3.3104629629629634,2014-06-18,1,15,48,144,18,0,144
0.482051282051282,32.990257575757575,53.64611111111111,16.882357198748043,11.497083333333334,3.384583333333333,2014-06-19,1,15,47,49,16,0,49
0.44025,24.24151851851852,59.82357142857143,17.628389274691358,11.571166666666668,2.8901075268817205,2014-06-20,1,16,48,66,12,0,66
0.4409756097560975,21.969082414215688,55.58583333333334,16.496298449612404,11.756666666666666,2.296655405405405,2014-06-21,1,15,48,52,11,0,52
0.3356756756756757,19.120629664179106,61.11305555555556,11.98078510802469,11.562833333333334,2.4226543209876543,2014-06-22,1,11,48,70,9,0,70
0.4340909090909091,23.335081845238097,79.41027777777778,14.408229166666668,11.726875,2.613619791666667,2014-06-23,1,13,48,130,11,0,130
0.5469767441860465,33.23533212560386,61.33569444444444,15.993399339933992,11.395500000000002,2.594214743589744,2014-06-24,1,14,47,71,16,0,71
0.5381081081081082,34.85348595848596,35.90859154929578,13.18610632183908,11.132291666666667,2.152951388888889,2014-06-25,1,12,46,33,17,0,46
0.6462790697674419,40.96911800486618,46.93688524590164,15.576275430359935,11.47,1.8924404761904765,2014-06-26,1,14,47,43,20,0,47
0.7706382978723404,52.65816784869976,90.47132075471696,21.744639274691355,11.955520833333336,1.8224833333333332,2014-06-27,0,20,49,162,26,0,162
0.451063829787234,48.28959207459208,94.37402777777778,22.90407214506173,11.887,1.5183888888888888,2014-06-28,0,21,49,172,24,0,172
0.3502325581395349,28.74943794964029,70.18760563380282,16.621890432098766,12.039791666666666,1.315625,2014-06-29,0,15,50,98,14,0,98
0.5004347826086957,27.389327956989245,67.72666666666667,13.519606481481482,11.698583333333334,1.4080555555555556,2014-06-30,0,12,48,92,13,0,92
0.4955555555555556,33.93565860215054,70.8675,14.066296296296295,11.532604166666667,1.5789351851851852,2014-07-01,0,13,48,100,17,0,100
0.5135416666666667,37.320604603729606,69.64652777777778,14.370216049382716,11.019833333333334,1.721190476190476,2014-07-02,0,13,45,98,18,0,98
0.5851063829787234,39.95515005827506,86.14028571428571,15.906784336419753,10.735104166666666,1.7050189393939392,2014-07-03,0,14,44,151,20,0,151
0.7391666666666666,64.92019959207458,130.19485714285713,25.75802131782946,10.774083333333332,2.0453703703703705,2014-07-04,1,23,44,226,32,0,226
0.5175,51.147835081585086,131.81722222222223,29.521462191358022,10.747083333333332,2.541534090909091,2014-07-05,1,27,44,228,25,0,228
0.4606666666666666,32.598743804213136,86.69111111111111,21.475564641744548,10.76025,2.1148456790123458,2014-07-06,1,19,44,152,16,0,152
0.5183333333333333,32.491994680851064,69.23777777777778,16.12517942583732,10.596041666666668,1.6784134615384616,2014-07-07,0,14,44,97,16,0,97
0.5657142857142856,29.54914052890529,76.85788732394366,19.345342902711323,10.94075,1.5501875,2014-07-08,0,17,45,121,14,0,121
0.5465909090909091,37.12357055961071,73.92041666666667,34.20440243902439,11.292638888888888,1.6948697916666666,2014-07-09,0,31,47,111,18,0,111
0.5186363636363637,33.63908045977011,77.86236111111111,27.09249605055292,11.294166666666666,1.9566666666666668,2014-07-10,1,25,47,125,16,0,125
0.4330555555555555,33.669634615384616,74.85513888888889,24.539863040123457,11.529895833333333,2.0081398809523807,2014-07-11,1,22,48,114,16,0,114
0.3357692307692307,18.381994047619045,63.64736111111111,17.635362654320986,11.35675,2.328625,2014-07-12,1,16,47,79,9,0,79
0.39675,18.47148724792408,71.43875,14.244506172839507,11.455416666666666,2.1855128205128205,2014-07-13,1,13,47,102,9,0,102
0.4983333333333333,31.83367105263158,75.76583333333333,19.69225710900474,11.46525,1.804022435897436,2014-07-14,0,18,47,117,15,0,117
0.5375,36.87125591016548,89.42611111111111,19.89377777777778,11.729791666666667,2.0864583333333333,2014-07-15,1,18,48,159,18,0,159
0.5031249999999999,46.572500000000005,89.21698412698413,24.29328703703704,12.241805555555556,2.046099537037037,2014-07-16,1,22,51,159,23,0,159
0.5419047619047619,42.382475579975576,97.26619718309858,24.55241666666667,12.220729166666668,1.8438392857142856,2014-07-17,1,22,51,180,21,0,180
0.5723255813953488,45.67424422141119,120.25591549295775,25.467085406301823,12.290583333333334,2.202955729166667,2014-07-18,1,23,51,216,22,0,216
0.4542105263157895,41.37796586715867,128.92805555555557,25.77295910493827,12.861875,1.913498062015504,2014-07-19,1,23,52,225,20,0,225
0.3602380952380952,29.15412393162393,144.76652777777778,27.58413773148148,12.905833333333334,1.9646180555555557,2014-07-20,1,25,52,241,14,0,241
0.3387179487179487,25.37106463878327,117.37847222222224,31.399101080246915,13.293854166666666,1.7764035087719297,2014-07-21,0,29,53,212,12,0,212
0.3970967741935484,22.793125757575755,100.11361111111113,24.021248070987653,12.881666666666666,1.5636328125,2014-07-22,0,22,52,187,11,0,187
0.3066666666666667,21.0677929197995,91.12777777777778,22.923487654320983,13.134270833333334,4.0899637681159415,2014-07-23,2,21,53,164,10,0,164
0.4083720930232558,24.328058510638296,76.3018309859155,20.542469135802467,12.864166666666666,3.4606720430107525,2014-07-24,1,19,52,119,12,0,119
0.4183720930232558,28.635856807511736,68.39485714285715,23.586674382716048,13.487083333333334,2.516975806451613,2014-07-25,1,21,53,94,14,0,94
0.495625,31.3821926713948,94.04760563380282,28.234114583333334,13.59975,2.5645572916666666,2014-07-26,1,26,54,171,15,0,171
0.5129166666666667,36.16973151408451,118.48069444444444,33.17295524691358,14.4990625,3.0804513888888887,2014-07-27,1,30,56,214,18,0,214
0.4722916666666667,34.98237588652483,96.18402777777776,31.15518132716049,14.3025,2.818970588235294,2014-07-28,1,28,55,177,17,0,177
0.4189583333333333,32.64937797619048,109.45444444444443,35.54089891975308,15.034166666666666,4.735392857142857,2014-07-29,2,32,57,204,16,0,204
0.5633333333333334,38.51321256038648,77.52352112676057,31.43183834876543,14.533083333333332,3.428125,2014-07-30,1,29,56,123,19,0,123
0.4586363636363636,29.50344640644362,70.02823529411765,20.52286458333333,15.1959375,1.4856597222222223,2014-07-31,0,19,57,97,14,0,97
0.8272916666666666,46.76990502450981,91.19166666666668,21.45166087962963,14.687166666666666,1.69025,2014-08-01,0,19,56,164,23,0,164
0.4581249999999999,32.71789490049751,93.41458333333334,23.88808063271605,15.413854166666669,2.8105119047619045,2014-08-02,1,22,57,170,16,0,170
0.4775,26.958736559139787,100.2525,26.938439429012348,14.855249999999998,2.038442028985507,2014-08-03,1,24,56,187,13,0,187
0.6033333333333334,31.296690734055357,78.38830985915493,22.36804012345679,15.4309375,1.8564166666666668,2014-08-04,1,20,58,126,15,0,126
0.4985416666666666,36.97576363636363,73.37263888888889,19.57998015873016,14.859916666666669,1.6619212962962964,2014-08-05,0,18,56,109,18,0,109
0.5558333333333333,34.846238221436984,78.79930555555556,19.08659722222222,15.549583333333334,1.6782211538461538,2014-08-06,0,17,58,128,17,0,128
0.6770833333333334,52.68923562206572,84.66923076923077,22.75461033950617,15.157416666666666,1.790888888888889,2014-08-07,0,21,57,148,26,0,148
0.5389583333333333,43.91854241338112,93.00027777777778,27.80515432098765,15.898958333333333,1.7632386363636363,2014-08-08,0,25,58,169,22,0,169
0.4914583333333333,37.07344642857143,94.41375,25.19928240740741,15.30025,1.908287037037037,2014-08-09,1,23,57,172,18,0,172
0.510625,33.762477272727274,90.07058823529412,19.0335262345679,15.74625,1.9724666666666664,2014-08-10,1,17,58,161,16,0,161
0.4918181818181818,29.94924295774648,74.67,15.143121141975309,14.937583333333333,1.5143958333333334,2014-08-11,0,14,56,113,15,0,113
0.5166666666666667,35.180778985507246,66.60359375,14.193492351046698,15.140416666666669,1.6207765151515152,2014-08-12,0,13,57,88,17,0,88
0.543125,41.872024242424246,81.58666666666667,17.14779046474359,14.444916666666666,1.7112777777777777,2014-08-13,0,15,55,138,21,0,138
0.564375,34.780119047619046,74.57402777777777,17.695682170542636,14.521354166666669,2.10825,2014-08-14,1,16,56,113,17,0,113
0.5282978723404256,37.20474107142857,62.6775,16.468991126543212,14.16025,1.6665151515151515,2014-08-15,0,15,55,76,18,0,76
0.4239583333333334,33.319996936274514,59.765,17.289738372093023,14.289270833333331,1.9886494252873563,2014-08-16,1,16,55,66,16,0,66
0.3644680851063829,22.504656326034063,70.35611111111112,12.04849765258216,13.82675,2.075,2014-08-17,1,11,54,98,11,0,98
0.4168181818181818,22.150079787234045,70.63887323943662,13.18595100308642,13.770416666666666,1.8065625,2014-08-18,0,12,54,99,11,0,99
0.4479166666666667,26.15337441314554,64.64628571428571,14.958700864779871,13.124333333333334,1.4481944444444446,2014-08-19,0,13,53,82,13,0,82
0.4569565217391304,27.673448327359612,59.39736111111111,13.444514895330112,12.089583333333332,1.39805,2014-08-20,0,12,50,65,13,0,65
0.60875,39.61357269503546,66.72188405797102,14.7495375,12.308583333333337,1.982548076923077,2014-08-21,1,13,51,89,19,0,89
0.6131914893617021,51.55337174940898,74.99164179104478,20.39270633012821,11.789166666666668,1.872878787878788,2014-08-22,1,18,49,114,25,0,114
0.529375,40.08570246690734,77.31972222222221,17.85421103395062,11.534666666666666,1.4588970588235295,2014-08-23,0,16,48,123,20,0,123
0.4470833333333333,27.32785628019324,71.04944444444445,14.49244103773585,11.081770833333334,1.873434343434344,2014-08-24,1,13,46,101,13,0,101
0.646829268292683,32.79531177156177,72.89111111111112,12.84800992063492,11.175666666666666,2.0983482142857146,2014-08-25,1,11,46,107,16,0,107
0.6516666666666666,39.90186151079137,82.86550724637682,16.48691550925926,10.643541666666668,2.175849358974359,2014-08-26,1,15,44,142,20,0,142
0.6275000000000001,47.72279891304348,69.166,19.250166666666665,10.670416666666666,2.063491379310345,2014-08-27,1,17,44,97,23,0,97
0.868125,53.23269366197183,84.3095,19.3446662808642,10.352916666666664,1.9396370967741932,2014-08-28,1,17,43,147,26,0,147
0.8419148936170213,64.56634489916964,57.26545454545455,25.681176697530866,10.814,2.0755833333333333,2014-08-29,1,23,45,58,32,0,58
0.6106250000000001,46.416317997685184,64.36081967213114,24.26180555555556,10.5840625,1.791358695652174,2014-08-30,0,22,44,81,23,0,81
0.510625,32.61107502965599,47.10260869565217,18.297430555555557,10.707583333333334,1.7137673611111113,2014-08-31,0,16,44,43,16,0,44
0.6431250000000001,34.167665204678364,41.348358208955226,18.22546800947867,10.290729166666669,2.289324712643678,2014-09-01,1,16,42,38,17,0,42
0.4416666666666666,38.69048253676471,52.48211267605634,17.281650793650794,10.317166666666669,2.6517500000000003,2014-09-02,1,16,42,48,19,0,48
0.3884444444444445,24.114659772182254,63.80236111111112,11.816303066037737,9.853645833333331,1.7636,2014-09-03,0,10,41,79,12,0,79
0.471875,27.23620011737089,72.15305555555557,18.04656300813008,10.308333333333334,2.54156914893617,2014-09-04,1,16,42,105,13,0,105
0.64125,32.76409527972028,87.86680555555556,27.748842147435894,10.486354166666668,2.6226241134751773,2014-09-05,1,25,43,155,16,0,155
0.5847916666666667,37.05249253285543,99.74097222222224,37.888962191358026,11.186333333333334,3.646205673758865,2014-09-06,1,35,46,186,18,0,186
0.5827083333333333,37.97254564193169,95.42777777777778,40.23140817901235,11.685625,3.4816833333333337,2014-09-07,1,37,48,175,19,0,175
0.546875,36.20841431095407,79.53361111111111,33.17767939814815,11.901416666666666,3.028766025641026,2014-09-08,1,30,49,130,18,0,130
0.6124999999999999,40.70657855436081,65.92140845070422,25.373213734567894,12.0046875,3.202728174603175,2014-09-09,1,23,50,86,20,0,86
0.6047916666666667,32.88397807017544,60.20722222222222,17.59718557098765,11.993333333333334,3.1315406976744184,2014-09-10,1,16,49,68,16,0,68
0.4575,38.506446513002366,51.121428571428574,16.888248062015503,12.303229166666666,1.9135416666666665,2014-09-11,1,15,51,47,19,0,51
0.3308333333333333,23.94224520383693,59.15277777777778,21.95772762345679,12.558916666666669,1.596666666666667,2014-09-12,0,20,51,64,12,0,64
0.3352083333333333,21.14766352201258,62.42,31.62825424382716,13.288854166666669,1.33875,2014-09-13,0,29,53,75,10,0,75
0.3722916666666667,22.523774691358025,67.48319444444445,26.269297916666662,13.199416666666668,2.4498397435897434,2014-09-14,1,24,53,91,11,0,91
0.5495833333333333,29.573166961130735,85.81112676056338,39.152756734006736,14.2328125,2.720494791666667,2014-09-15,1,36,55,150,14,0,150
0.6070833333333333,36.35479462174941,91.79416666666668,48.73691165123456,14.26775,3.9402604166666655,2014-09-16,2,45,55,165,18,0,165
0.6195833333333333,36.24060168997669,91.10338028169016,45.45312885802469,15.886944444444444,4.143871527777778,2014-09-17,2,42,58,164,18,0,164
0.6539583333333333,38.13167565947242,90.11830985915492,42.22267939814815,15.126749999999998,3.548666666666666,2014-09-18,1,39,57,161,19,0,161
0.8077083333333334,49.85393617021276,52.9619696969697,39.33527584876543,16.584583333333335,3.5123214285714286,2014-09-19,1,36,60,49,25,0,60
0.7147916666666667,44.99929632867133,31.32526315789473,45.327513503086415,16.60925,2.603454301075269,2014-09-20,1,41,60,29,22,0,60
0.5666666666666667,37.498496441281134,63.82915492957746,39.23008873456791,17.9696875,2.119002976190476,2014-09-21,1,36,63,79,18,0,79
0.5184782608695653,25.819848214285717,59.697500000000005,24.588894154818327,16.757083333333334,3.0077927927927925,2014-09-22,1,22,60,66,12,0,66
0.5804444444444444,28.70618542435425,56.49637931034483,14.298068003144657,17.707291666666666,2.37955,2014-09-23,1,13,62,55,14,0,62
0.683125,47.2152948943662,53.73797101449276,21.95488888888889,17.865625,2.74028125,2014-09-24,1,20,63,49,23,0,63
0.6772916666666666,45.76156322843823,40.77304347826088,26.80659517973856,18.109479166666667,3.0553311965811965,2014-09-25,1,24,63,37,22,0,63
0.7158333333333333,40.48150028935185,30.62347222222222,20.284425154320985,17.251583333333333,2.3628,2014-09-26,1,18,61,28,20,0,61
0.6108333333333333,36.698457733812944,43.50983606557377,23.14898341049383,18.77125,2.245989583333333,2014-09-27,1,21,65,40,18,0,65
0.924375,43.85446095571096,70.11952380952381,28.97799961419753,17.88775,2.156235632183908,2014-09-28,1,26,63,97,22,0,97
0.9660416666666666,53.90781322843823,66.93044444444445,30.44930941358025,19.289270833333333,2.2802651515151515,2014-09-29,1,28,66,89,27,0,89
0.8054166666666666,57.58954108391608,38.82047619047619,33.13027199074074,18.1835,2.196714743589744,2014-09-30,1,30,63,35,28,0,63
0.781875,49.86093094405594,47.8975,33.32245756172839,19.8465625,2.584817708333333,2014-10-01,1,30,67,44,25,0,67
1.0327083333333331,62.46682748538012,60.23475,47.37547286821706,20.715625,3.054959677419355,2014-10-02,1,43,69,68,31,0,69
0.6385416666666667,50.15410303030304,59.35944444444445,39.337741126543214,21.327708333333334,2.7900416666666663,2014-10-03,1,36,70,65,25,0,70
0.635,34.902668720657275,59.75375,38.211284722222224,22.219166666666663,4.3532692307692304,2014-10-04,2,35,72,66,17,0,72
0.5912499999999999,29.627609953703704,63.4825,43.58284143518518,23.158125,4.877583333333334,2014-10-05,2,40,74,78,14,0,78
0.6677083333333332,30.918040935672515,61.64714285714286,49.832982558139534,23.938229166666662,3.934279513888889,2014-10-06,2,46,75,72,15,0,75
0.7466666666666667,36.45369755244755,50.61111111111112,48.649594907407405,24.452291666666667,4.792317708333333,2014-10-07,2,45,76,46,18,0,76
0.8306521739130435,40.61130428403756,53.08225352112676,30.461529069767444,22.122750000000003,3.2515333333333336,2014-10-08,1,28,72,49,20,0,72
0.7391666666666666,42.529102564102566,27.134411764705884,29.02363040123457,24.218125,1.8770833333333332,2014-10-09,1,26,76,25,21,0,76
0.7730232558139535,47.98106643356643,39.96458333333333,23.756488372093024,21.8555,2.006117424242424,2014-10-10,1,21,71,37,24,0,71
0.6633333333333333,47.464009324009325,31.73843137254902,30.11849151234568,23.795625,1.8293108974358971,2014-10-11,0,27,75,29,23,0,75
0.53875,29.732394366197184,42.96348484848485,29.093996913580245,21.890833333333337,1.6197756410256412,2014-10-12,0,26,71,39,14,0,71
0.8240425531914893,36.25603647686833,31.44053571428572,26.155100308641977,23.547708333333333,2.409421296296296,2014-10-13,1,24,75,29,18,0,75
0.8677083333333333,45.91399594907407,25.2948717948718,28.61721836419753,21.17308333333333,2.654986979166667,2014-10-14,1,26,70,23,23,0,70
0.8954166666666667,49.98762573099416,46.38,25.73135223765432,22.5778125,2.326324404761905,2014-10-15,1,23,73,42,25,0,73
1.02375,54.52109941520468,34.10294117647059,24.84788676236045,21.414666666666665,2.1539236111111117,2014-10-16,1,23,70,31,27,0,70
0.770625,47.51197879858657,34.861428571428576,27.201615384615383,23.300104166666667,2.12625,2014-10-17,1,25,74,32,23,0,74
0.7875,43.75145541958042,28.09464285714285,30.90124213836478,22.09733333333333,2.1730034722222222,2014-10-18,1,28,72,26,21,0,72
0.5408333333333334,32.113462995338,41.32611111111111,26.101850079744818,23.4140625,1.724268018018018,2014-10-19,0,24,74,38,16,0,74
0.4834782608695652,26.802460387323944,49.26972222222222,15.333404706790123,21.637416666666667,1.56325,2014-10-20,0,14,71,45,13,0,71
0.6279166666666667,34.06305604460094,36.09424242424243,17.901469907407407,22.92395833333333,1.315295138888889,2014-10-21,0,16,73,33,17,0,73
0.6362222222222222,35.69898980815348,40.42736111111111,15.644593023255814,21.167416666666668,2.0290079365079365,2014-10-22,1,14,70,37,17,0,70
0.5102127659574468,32.120750296559905,31.53257575757576,23.117970679012345,22.582291666666663,2.371394230769231,2014-10-23,1,21,73,29,16,0,73
0.66,33.97952631578948,22.25802816901408,26.498998842592595,21.123916666666663,2.4614460784313725,2014-10-24,1,24,69,20,17,0,69
0.6360416666666667,30.04632575757576,21.443653846153843,29.26556134259259,22.201875,3.879254385964912,2014-10-25,2,27,72,19,15,0,72
0.6989583333333332,29.93001311188811,18.7284,33.339805169753085,20.64058333333333,2.3254454022988504,2014-10-26,1,30,68,17,15,0,68
0.8158333333333334,34.11071554770318,25.806727272727272,28.5572619047619,21.513333333333332,1.8394230769230768,2014-10-27,1,26,70,23,17,0,70
0.8833333333333333,44.30208479532163,24.70534482758621,32.66174223856209,20.531333333333333,2.4289015151515154,2014-10-28,1,30,68,22,22,0,68
0.8464583333333334,46.52557420494699,23.67,35.64639728682171,21.400625,3.335,2014-10-29,1,33,70,21,23,0,70
0.97,44.79694887706856,19.818571428571428,44.04964699074074,20.8205,3.091328125,2014-10-30,1,40,69,18,22,0,69
0.94125,40.88155223004695,19.008235294117647,39.9340200617284,21.839583333333334,2.719375,2014-10-31,1,36,71,17,20,0,71
1.0154166666666666,40.79551359953703,18.54263157894737,40.37109375,21.697916666666664,2.361083333333333,2014-11-01,1,37,71,17,20,0,71
0.9070833333333334,40.1794970760234,23.963548387096772,35.306176697530866,22.61645833333333,2.28594696969697,2014-11-02,1,32,73,22,20,0,73
0.7764583333333333,38.55023830409357,25.49901408450704,25.626516203703705,21.8905,2.493305555555556,2014-11-03,1,23,71,23,19,0,71
0.828125,40.40258625730994,27.082280701754385,35.1917862654321,23.11208333333333,3.2171323529411766,2014-11-04,1,32,74,25,20,0,74
0.903125,48.71499415204678,17.79813953488372,42.778645833333336,22.636916666666668,3.419892857142857,2014-11-05,1,39,73,16,24,0,73
0.7491666666666666,41.86512426900585,33.16357142857143,27.246415895061727,23.3965625,2.560833333333333,2014-11-06,1,25,74,30,21,0,74
0.9952083333333334,50.24259242957746,28.84731707317073,28.356041666666663,23.043416666666666,3.085661764705882,2014-11-07,1,26,74,26,25,0,74
0.7518750000000001,41.41852855477856,25.5412,28.01336805555556,24.15489583333333,3.5712828947368425,2014-11-08,1,25,76,23,20,0,76
0.8016666666666667,40.50537441724941,28.534761904761904,29.960055941358025,23.599833333333333,2.195472972972973,2014-11-09,1,27,75,26,20,0,75
0.9160416666666666,31.831260127314813,15.60195652173913,35.07769290123457,24.764375,2.5150607638888887,2014-11-10,1,32,77,14,15,0,77
0.8658333333333333,40.36195321637427,15.5671875,27.362949459876543,23.7185,2.707905701754386,2014-11-11,1,25,75,14,20,0,75
0.7658333333333333,33.27032832744405,15.316326530612244,41.48482445987655,25.873854166666668,2.482829457364341,2014-11-12,1,38,79,14,16,0,79
0.9560416666666668,38.42555263157895,20.01279069767442,63.45431712962963,26.027750000000005,2.695796568627451,2014-11-13,1,55,80,18,19,0,80
0.84875,32.44041666666667,24.95611111111111,59.86902777777778,28.86177083333333,2.5639453125,2014-11-14,1,53,86,23,16,0,86
0.5810416666666667,25.51596445221445,22.01630769230769,49.87653742283951,28.221,3.1665017361111114,2014-11-15,1,46,84,20,12,0,84
0.6147916666666666,22.82655157342657,20.051960784313724,50.43200810185185,30.62322916666667,3.73072463768116,2014-11-16,2,46,89,18,11,0,89
0.8341304347826086,34.85636200716846,14.126808510638298,30.886330906148867,28.1503125,2.804925595238095,2014-11-17,1,28,84,13,17,0,84
0.4972916666666667,27.26048222610723,9.241363636363635,43.3346128144654,31.116041666666664,2.2273026315789477,2014-11-18,1,40,90,8,13,0,90
0.5220833333333333,21.424675925925925,10.11,37.601028163580246,29.355916666666666,2.15835,2014-11-19,1,34,87,9,10,0,87
0.6978723404255318,26.785615361803085,12.956,41.59315625,31.7703125,2.7186155913978496,2014-11-20,1,38,92,11,13,0,92
0.8858333333333334,35.81030223004695,27.57805555555556,45.041710950080514,30.02783333333333,2.1948026315789475,2014-11-21,1,41,88,25,17,0,88
0.6960416666666666,39.78279428904429,20.0412676056338,31.19865354938272,31.471666666666664,2.6973015873015878,2014-11-22,1,28,91,18,19,0,91
0.6764583333333333,28.51537733100233,29.264642857142857,30.440735544217688,29.43441666666667,3.4062677304964537,2014-11-23,1,28,87,27,14,0,87
0.8493750000000001,35.36887470657277,27.144222222222226,32.369699419568825,30.32989583333333,4.358204365079365,2014-11-24,2,29,89,25,17,0,89
0.70375,53.13458333333333,27.32353846153846,23.078015046296294,28.174083333333336,3.2078837719298248,2014-11-25,1,21,84,25,26,0,84
0.6575,48.5916816009558,24.18042857142857,23.6549575617284,29.51833333333333,3.00734375,2014-11-26,1,21,87,22,24,0,87
0.796595744680851,35.27410924617197,29.7775,42.54540316358025,29.0485,2.32661231884058,2014-11-27,1,39,86,27,17,0,86
0.558125,30.842365967365964,36.03323943661972,48.55139853395062,31.036458333333336,3.5324739583333336,2014-11-28,1,44,90,33,15,0,90
0.49875,25.573469298245616,41.81736111111111,47.51546296296296,29.75875,4.142095959595959,2014-11-29,2,43,88,38,12,0,88
0.4741666666666667,21.21914044289044,38.34450704225352,42.36875385802469,31.858125,2.3554504504504505,2014-11-30,1,39,92,35,10,0,92
0.519375,22.536352699530514,32.598055555555554,42.03208140432098,30.566750000000003,2.889243421052632,2014-12-01,1,38,89,30,11,0,89
0.6504166666666666,27.41360868298369,26.495094339622643,45.50441358024691,32.68,2.778928571428572,2014-12-02,1,42,94,24,13,0,94
0.5927083333333333,30.903160211267604,10.710588235294118,56.22159529320988,32.13783333333333,2.3029276315789478,2014-12-03,1,51,93,9,15,0,93
0.7689583333333333,32.98944493006993,8.524,76.27907214506173,35.3421875,4.336684027777777,2014-12-04,2,61,99,7,16,0,99
1.2074468085106382,42.76804328621908,10.22125,76.46652199074073,34.97325,5.004751773049645,2014-12-05,2,61,99,9,21,0,99
0.93875,41.28733245920746,33.04536231884058,50.10718364197531,36.62614583333333,2.8690697674418604,2014-12-06,1,46,103,30,20,0,103
0.7147916666666667,39.56067997685185,33.817571428571426,28.686448688271607,34.043083333333335,2.77234649122807,2014-12-07,1,26,97,31,19,0,97
0.651875,38.62672681924882,18.148,19.19577102803738,34.264375,2.307654320987654,2014-12-08,1,17,97,16,19,0,97
0.9710416666666668,51.723073650234745,17.913968253968253,25.352136904761903,32.422000000000004,2.559375,2014-12-09,1,23,93,16,25,0,93
0.7341666666666667,48.7825515312132,29.93597222222222,28.514037842190017,32.693645833333335,2.413089430894309,2014-12-10,1,26,94,27,24,0,94
0.6938297872340425,42.56501472320377,53.38591549295775,17.83270032051282,31.0945,3.080959302325581,2014-12-11,1,16,90,49,21,0,90
